Sno,Customer_number,Insurance,balance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn,,,,,
29681,30682,no,802,no,no,telephone,258,2,1,0,unknown,no,292,,,,,
29682,30683,no,305,yes,no,cellular,137,5,211,3,other,no,470,,,,,
29683,30684,no,192,no,no,cellular,119,4,1,0,unknown,no,440,,,,,
29684,30685,no,284,no,no,cellular,167,4,187,5,other,no,132,,,,,
29685,30686,no,45,yes,yes,cellular,140,3,1,0,unknown,no,364,,,,,
29686,30687,no,67,no,no,cellular,20,5,1,0,unknown,no,104,,,,,
29687,30688,no,284,no,yes,telephone,124,4,204,4,failure,no,454,,,,,
29688,30689,no,298,yes,no,cellular,392,3,1,0,unknown,no,168,,,,,
29689,30690,no,78,yes,no,cellular,69,4,252,4,failure,no,439,,,,,
29690,30691,no,113,yes,yes,cellular,230,3,1,0,unknown,no,128,,,,,
29691,30692,no,16,yes,no,cellular,54,3,1,0,unknown,no,170,,,,,
29692,30693,no,1866,no,no,telephone,288,2,215,1,other,no,387,,,,,
29693,30694,no,103,yes,no,cellular,109,4,267,6,failure,no,210,,,,,
29694,30695,no,3188,yes,no,cellular,426,3,1,0,unknown,no,472,,,,,
29695,30696,no,62,yes,no,telephone,678,2,252,1,other,no,380,,,,,
29696,30697,no,2610,no,no,telephone,258,2,1,0,unknown,no,268,,,,,
29697,30698,no,191,no,yes,cellular,678,4,209,1,failure,no,109,,,,,
29698,30699,no,1199,no,no,telephone,221,2,1,0,unknown,no,487,,,,,
29699,30700,no,502,yes,no,cellular,267,4,270,3,other,no,249,,,,,
29700,30701,no,5885,no,no,telephone,134,6,1,0,unknown,no,337,,,,,
29701,30702,no,53,no,no,telephone,225,4,6,3,other,no,344,,,,,
29702,30703,no,777,yes,no,cellular,245,4,1,0,unknown,no,271,,,,,
29703,30704,no,1547,yes,no,cellular,401,4,1,0,unknown,no,189,,,,,
29704,30705,no,2000,no,no,telephone,226,2,1,0,unknown,no,282,,,,,
29705,30706,no,211,yes,yes,cellular,195,6,251,2,failure,no,229,,,,,
29706,30707,no,640,yes,no,cellular,439,3,1,0,unknown,no,387,,,,,
29707,30708,no,89,yes,no,cellular,195,4,251,4,failure,no,322,,,,,
29708,30709,no,4751,no,no,cellular,231,3,1,0,unknown,no,323,,,,,
29709,30710,no,1837,no,no,cellular,417,2,1,0,unknown,no,147,,,,,
29710,30711,no,4007,no,no,cellular,380,5,217,5,other,no,205,,,,,
29711,30712,no,781,yes,no,cellular,112,3,270,2,failure,no,212,,,,,
29712,30713,no,1178,yes,no,telephone,41,6,264,2,failure,no,326,,,,,
29713,30714,no,350,no,no,telephone,87,4,6,1,other,no,217,,,,,
29714,30715,no,179,no,no,cellular,8,4,1,0,unknown,no,306,,,,,
29715,30716,no,366,no,yes,cellular,235,2,169,12,failure,no,291,,,,,
29716,30717,no,113,no,no,cellular,191,2,1,0,unknown,no,390,,,,,
29717,30718,no,3578,yes,no,telephone,45,3,1,0,unknown,no,243,,,,,
29718,30719,no,236,no,no,cellular,159,2,1,0,unknown,no,452,,,,,
29719,30720,no,822,no,no,telephone,371,3,1,0,unknown,no,144,,,,,
29720,30721,no,47,yes,no,cellular,693,7,204,3,failure,no,241,,,,,
29721,30722,yes,6162,no,yes,telephone,112,1,1,0,unknown,no,255,,,,,
29722,30723,no,5956,no,no,cellular,541,1,1,0,unknown,no,411,,,,,
29723,30724,no,1142,no,no,telephone,82,3,1,0,unknown,no,466,,,,,
29724,30725,no,302,yes,yes,cellular,181,1,257,1,failure,no,245,,,,,
29725,30726,no,461,yes,no,cellular,189,1,1,0,unknown,no,348,,,,,
29726,30727,no,145,no,no,cellular,224,1,1,0,unknown,no,179,,,,,
29727,30728,no,2088,no,yes,cellular,93,1,1,0,unknown,no,117,,,,,
29728,30729,no,330,no,yes,cellular,228,1,1,0,unknown,no,209,,,,,
29729,30730,no,82,no,yes,telephone,140,1,1,0,unknown,no,240,,,,,
29730,30731,no,941,no,yes,cellular,231,1,210,1,failure,no,154,,,,,
29731,30732,no,774,no,no,cellular,79,1,1,0,unknown,no,169,,,,,
29732,30733,no,647,yes,yes,cellular,124,1,273,1,other,no,154,,,,,
29733,30734,no,336,yes,no,cellular,197,1,1,0,unknown,no,241,,,,,
29734,30735,no,768,no,no,cellular,82,3,1,0,unknown,no,281,,,,,
29735,30736,no,207,yes,no,cellular,99,1,1,0,unknown,no,268,,,,,
29736,30737,no,2423,yes,no,cellular,101,1,1,0,unknown,no,285,,,,,
29737,30738,no,1328,yes,no,cellular,119,1,251,1,failure,no,193,,,,,
29738,30739,no,4243,yes,no,cellular,387,1,251,1,failure,no,116,,,,,
29739,30740,no,96,no,no,cellular,291,1,1,0,unknown,no,130,,,,,
29740,30741,no,195,no,yes,cellular,47,1,265,6,other,no,486,,,,,
29741,30742,no,1855,yes,no,cellular,75,1,273,1,failure,no,116,,,,,
29742,30743,no,865,no,no,cellular,1086,1,1,0,unknown,no,486,,,,,
29743,30744,no,414,yes,no,cellular,138,1,272,2,other,no,488,,,,,
29744,30745,no,351,yes,no,cellular,112,1,244,3,failure,no,333,,,,,
29745,30746,no,1082,no,no,cellular,264,1,1,0,unknown,no,391,,,,,
29746,30747,yes,75,yes,yes,cellular,236,1,1,0,unknown,no,449,,,,,
29747,30748,no,1028,no,no,cellular,1294,2,1,0,unknown,yes,295,,,,,
29748,30749,no,1674,yes,yes,cellular,144,1,274,2,other,no,359,,,,,
29749,30750,no,0,yes,yes,cellular,131,1,1,0,unknown,no,296,,,,,
29750,30751,no,264,no,no,cellular,224,2,1,0,unknown,no,128,,,,,
29751,30752,no,148,yes,no,cellular,102,1,1,0,unknown,no,455,,,,,
29752,30753,no,2281,yes,yes,telephone,82,1,244,1,failure,no,126,,,,,
29753,30754,no,1317,yes,no,cellular,112,1,1,0,unknown,no,410,,,,,
29754,30755,no,15,yes,no,cellular,93,1,1,0,unknown,no,290,,,,,
29755,30756,no,104,no,no,cellular,233,3,1,0,unknown,no,285,,,,,
29756,30757,no,5670,no,no,cellular,326,1,1,0,unknown,no,469,,,,,
29757,30758,no,1067,no,no,cellular,78,2,1,0,unknown,no,307,,,,,
29758,30759,no,437,no,no,cellular,352,1,216,2,other,no,315,,,,,
29759,30760,no,757,no,no,cellular,20,5,1,0,unknown,no,169,,,,,
29760,30761,no,1342,yes,no,cellular,135,1,1,0,unknown,no,191,,,,,
29761,30762,no,305,yes,no,cellular,211,1,1,0,unknown,no,209,,,,,
29762,30763,no,308,yes,no,cellular,197,1,274,1,failure,no,412,,,,,
29763,30764,no,175,yes,yes,cellular,139,5,1,0,unknown,no,306,,,,,
29764,30765,no,581,yes,no,cellular,281,5,1,0,unknown,no,451,,,,,
29765,30766,no,7,yes,no,telephone,72,2,247,1,other,no,387,,,,,
29766,30767,no,240,yes,no,cellular,183,1,189,16,other,no,162,,,,,
29767,30768,no,1005,no,no,cellular,429,2,1,0,unknown,no,232,,,,,
29768,30769,no,105,no,no,cellular,137,1,189,2,failure,no,471,,,,,
29769,30770,no,243,yes,no,cellular,220,1,246,4,failure,no,195,,,,,
29770,30771,no,134,no,no,cellular,219,1,1,0,unknown,no,189,,,,,
29771,30772,no,534,yes,no,cellular,22,1,1,0,unknown,no,170,,,,,
29772,30773,no,115,no,no,telephone,111,1,1,0,unknown,no,351,,,,,
29773,30774,no,127,yes,yes,cellular,66,1,1,0,unknown,no,171,,,,,
29774,30775,no,221,yes,no,cellular,93,2,274,2,failure,no,187,,,,,
29775,30776,no,0,no,no,cellular,235,1,244,1,failure,no,322,,,,,
29776,30777,no,4967,no,no,telephone,176,3,1,0,unknown,no,365,,,,,
29777,30778,no,0,yes,no,cellular,175,1,1,0,unknown,no,498,,,,,
29778,30779,no,201,yes,no,cellular,69,1,1,1,success,no,471,,,,,
29779,30780,no,392,yes,yes,cellular,110,1,208,2,failure,no,343,,,,,
29780,30781,no,384,no,no,telephone,75,1,1,0,unknown,no,351,,,,,
29781,30782,no,0,yes,no,cellular,56,1,274,2,failure,no,133,,,,,
29782,30783,no,0,yes,no,cellular,546,3,196,4,failure,yes,240,,,,,
29783,30784,no,464,no,no,cellular,207,4,1,0,unknown,no,465,,,,,
29784,30785,no,376,yes,yes,cellular,180,1,274,3,failure,no,184,,,,,
29785,30786,no,345,yes,yes,telephone,86,1,259,3,other,no,344,,,,,
29786,30787,no,53,no,no,cellular,226,1,1,0,unknown,no,119,,,,,
29787,30788,no,1974,no,no,cellular,775,1,1,0,unknown,no,225,,,,,
29788,30789,no,69,no,yes,cellular,171,1,1,0,unknown,no,301,,,,,
29789,30790,no,28,no,yes,cellular,215,1,222,1,other,no,316,,,,,
29790,30791,no,195,yes,yes,cellular,52,3,1,0,unknown,no,382,,,,,
29791,30792,no,2059,no,no,cellular,886,2,1,0,unknown,no,208,,,,,
29792,30793,no,970,yes,no,cellular,489,1,1,0,unknown,yes,368,,,,,
29793,30794,no,3957,no,yes,cellular,79,2,1,0,unknown,no,430,,,,,
29794,30795,no,5156,yes,no,cellular,54,1,1,0,unknown,no,335,,,,,
29795,30796,no,0,yes,yes,cellular,154,2,1,0,unknown,no,204,,,,,
29796,30797,no,25,no,no,cellular,143,1,1,0,unknown,no,229,,,,,
29797,30798,no,370,yes,no,cellular,257,1,1,0,unknown,no,269,,,,,
29798,30799,yes,0,no,no,cellular,47,2,1,0,unknown,no,152,,,,,
29799,30800,no,0,no,no,cellular,273,1,1,0,unknown,no,165,,,,,
29800,30801,no,109,yes,no,cellular,258,1,1,0,unknown,no,119,,,,,
29801,30802,yes,17,no,yes,cellular,81,2,1,0,unknown,no,313,,,,,
29802,30803,no,1559,no,no,cellular,130,2,1,0,unknown,no,485,,,,,
29803,30804,no,496,no,no,cellular,118,4,272,3,failure,no,258,,,,,
29804,30805,no,289,no,no,cellular,502,1,1,0,unknown,no,415,,,,,
29805,30806,no,658,yes,no,cellular,132,1,1,0,unknown,no,443,,,,,
29806,30807,no,2470,yes,no,cellular,131,1,230,1,other,no,122,,,,,
29807,30808,no,2,yes,no,cellular,220,1,1,0,unknown,no,202,,,,,
29808,30809,no,293,no,no,telephone,192,2,1,0,unknown,no,151,,,,,
29809,30810,no,305,no,no,cellular,227,2,1,0,unknown,yes,405,,,,,
29810,30811,no,895,yes,yes,cellular,219,2,245,1,failure,no,316,,,,,
29811,30812,no,0,no,no,cellular,264,1,1,0,unknown,no,321,,,,,
29812,30813,no,2,yes,yes,cellular,71,1,205,3,failure,no,461,,,,,
29813,30814,no,4497,yes,no,cellular,213,1,251,1,failure,no,394,,,,,
29814,30815,no,343,no,no,cellular,191,1,1,0,unknown,no,456,,,,,
29815,30816,no,4831,yes,no,cellular,265,1,1,0,unknown,no,333,,,,,
29816,30817,no,1921,yes,no,cellular,61,1,1,0,unknown,no,275,,,,,
29817,30818,no,1055,yes,no,cellular,62,1,1,0,unknown,no,302,,,,,
29818,30819,no,284,no,no,cellular,177,1,197,9,failure,no,346,,,,,
29819,30820,no,1713,yes,no,cellular,227,2,1,0,unknown,no,136,,,,,
29820,30821,no,0,no,no,cellular,106,1,1,0,unknown,no,433,,,,,
29821,30822,no,931,yes,no,cellular,64,1,1,0,unknown,no,390,,,,,
29822,30823,no,1246,yes,no,cellular,192,2,1,0,unknown,yes,187,,,,,
29823,30824,no,1951,yes,no,cellular,692,1,1,0,unknown,no,103,,,,,
29824,30825,no,34,yes,no,cellular,16,6,268,4,failure,no,137,,,,,
29825,30826,no,438,no,no,cellular,42,5,1,0,unknown,no,373,,,,,
29826,30827,no,643,yes,no,cellular,270,1,1,0,unknown,no,262,,,,,
29827,30828,no,0,yes,no,cellular,199,1,1,0,unknown,no,373,,,,,
29828,30829,no,73,no,no,cellular,426,2,1,0,unknown,yes,285,,,,,
29829,30830,no,553,no,no,telephone,125,1,1,0,unknown,no,255,,,,,
29830,30831,no,732,no,no,telephone,48,1,1,0,unknown,no,365,,,,,
29831,30832,no,178,no,no,cellular,291,1,1,0,unknown,no,343,,,,,
29832,30833,no,406,no,no,cellular,736,1,1,0,unknown,yes,410,,,,,
29833,30834,no,464,yes,no,cellular,75,1,190,6,failure,no,448,,,,,
29834,30835,no,1,no,no,cellular,66,2,1,0,unknown,no,195,,,,,
29835,30836,no,4,no,no,cellular,145,2,260,4,failure,no,148,,,,,
29836,30837,no,512,no,no,cellular,275,1,1,0,unknown,no,143,,,,,
29837,30838,no,1431,no,no,cellular,199,2,1,0,unknown,no,187,,,,,
29838,30839,no,1058,no,no,cellular,515,1,1,0,unknown,no,208,,,,,
29839,30840,no,372,no,no,cellular,94,1,1,0,unknown,no,224,,,,,
29840,30841,no,655,no,yes,cellular,258,6,1,0,unknown,no,333,,,,,
29841,30842,no,119,yes,no,cellular,380,1,1,0,unknown,no,414,,,,,
29842,30843,no,371,no,no,telephone,52,1,1,0,unknown,no,268,,,,,
29843,30844,no,980,yes,no,cellular,52,2,260,1,failure,no,277,,,,,
29844,30845,no,4391,no,no,telephone,1416,1,1,0,unknown,yes,305,,,,,
29845,30846,no,1640,no,yes,cellular,72,6,274,4,failure,no,349,,,,,
29846,30847,no,168,no,no,cellular,193,2,1,0,unknown,yes,404,,,,,
29847,30848,no,405,yes,no,cellular,128,1,274,1,failure,no,454,,,,,
29848,30849,no,19,yes,no,cellular,56,1,271,1,other,no,127,,,,,
29849,30850,no,1181,yes,no,cellular,718,2,189,2,success,yes,202,,,,,
29850,30851,no,10,no,yes,cellular,316,1,1,0,unknown,no,139,,,,,
29851,30852,no,449,no,no,cellular,166,2,1,0,unknown,no,340,,,,,
29852,30853,no,0,no,no,cellular,428,1,1,0,unknown,no,180,,,,,
29853,30854,no,1441,yes,no,cellular,80,2,1,0,unknown,yes,255,,,,,
29854,30855,no,227,yes,no,cellular,89,1,209,1,failure,no,475,,,,,
29855,30856,no,935,no,no,cellular,78,2,1,0,unknown,no,288,,,,,
29856,30857,no,320,yes,yes,cellular,118,1,1,0,unknown,no,378,,,,,
29857,30858,no,1187,yes,no,cellular,80,2,1,0,unknown,no,157,,,,,
29858,30859,no,274,no,yes,cellular,313,2,1,0,unknown,no,386,,,,,
29859,30860,no,1957,no,no,cellular,112,3,1,0,unknown,no,402,,,,,
29860,30861,no,606,no,no,cellular,79,1,1,0,unknown,no,401,,,,,
29861,30862,no,746,no,no,cellular,305,1,1,0,unknown,no,414,,,,,
29862,30863,no,536,yes,yes,cellular,53,1,1,0,unknown,no,231,,,,,
29863,30864,no,4056,no,no,cellular,154,2,1,0,unknown,no,108,,,,,
29864,30865,no,1223,yes,no,cellular,193,1,1,0,unknown,no,452,,,,,
29865,30866,no,3881,yes,no,cellular,136,3,1,0,unknown,yes,115,,,,,
29866,30867,no,20772,no,no,cellular,715,1,1,0,unknown,no,177,,,,,
29867,30868,no,342,yes,no,cellular,127,1,273,1,failure,no,466,,,,,
29868,30869,no,44,yes,yes,cellular,193,2,237,20,other,no,400,,,,,
29869,30870,no,5,yes,no,cellular,196,1,1,0,unknown,no,126,,,,,
29870,30871,no,739,yes,no,cellular,605,1,1,0,unknown,no,151,,,,,
29871,30872,no,0,no,no,cellular,405,1,1,0,unknown,no,195,,,,,
29872,30873,no,328,yes,yes,cellular,25,1,1,0,unknown,no,346,,,,,
29873,30874,no,194,no,no,cellular,57,1,1,0,unknown,no,135,,,,,
29874,30875,no,0,yes,no,cellular,138,1,1,0,unknown,no,110,,,,,
29875,30876,no,454,no,no,cellular,73,3,1,0,unknown,no,447,,,,,
29876,30877,no,2338,yes,no,cellular,232,1,1,0,unknown,no,445,,,,,
29877,30878,no,4962,yes,yes,cellular,83,1,1,0,unknown,no,145,,,,,
29878,30879,no,33,yes,no,cellular,211,1,1,0,unknown,no,460,,,,,
29879,30880,no,30,yes,no,cellular,98,1,266,3,failure,no,156,,,,,
29880,30881,no,594,yes,no,cellular,62,1,1,0,unknown,no,443,,,,,
29881,30882,no,2142,yes,no,cellular,41,2,274,3,failure,no,204,,,,,
29882,30883,no,931,yes,no,cellular,1078,1,1,0,unknown,yes,106,,,,,
29883,30884,no,1103,yes,yes,cellular,101,2,250,4,failure,no,428,,,,,
29884,30885,no,77,yes,no,cellular,253,1,1,0,unknown,no,216,,,,,
29885,30886,no,0,no,no,cellular,74,1,1,0,unknown,no,307,,,,,
29886,30887,no,0,yes,no,cellular,77,1,1,0,unknown,no,406,,,,,
29887,30888,no,43,yes,no,cellular,108,1,1,0,unknown,no,449,,,,,
29888,30889,no,182,no,no,cellular,56,1,1,0,unknown,no,182,,,,,
29889,30890,no,158,yes,no,cellular,110,1,264,4,failure,no,151,,,,,
29890,30891,no,334,no,no,telephone,46,1,1,0,unknown,no,150,,,,,
29891,30892,no,168,no,no,cellular,7,5,1,0,unknown,no,399,,,,,
29892,30893,no,6172,yes,no,cellular,93,1,1,0,unknown,no,247,,,,,
29893,30894,no,185,no,no,cellular,283,1,1,0,unknown,no,331,,,,,
29894,30895,no,371,yes,no,telephone,50,1,208,1,other,no,496,,,,,
29895,30896,no,678,yes,no,cellular,1579,1,246,4,failure,yes,265,,,,,
29896,30897,no,98,no,no,cellular,146,1,1,0,unknown,no,270,,,,,
29897,30898,no,49,yes,no,cellular,250,1,1,0,unknown,no,406,,,,,
29898,30899,no,141,yes,no,cellular,572,2,238,7,other,yes,249,,,,,
29899,30900,no,783,yes,no,cellular,142,1,1,0,unknown,no,413,,,,,
29900,30901,no,75,yes,no,cellular,120,1,1,0,unknown,no,485,,,,,
29901,30902,no,75,yes,no,cellular,57,1,247,1,other,no,474,,,,,
29902,30903,no,2189,no,no,cellular,180,1,1,0,unknown,no,322,,,,,
29903,30904,no,548,yes,yes,cellular,149,1,250,1,failure,no,239,,,,,
29904,30905,no,814,yes,no,cellular,306,1,1,0,unknown,no,150,,,,,
29905,30906,no,528,no,no,cellular,307,1,1,0,unknown,no,106,,,,,
29906,30907,no,242,no,yes,cellular,510,1,198,4,failure,no,425,,,,,
29907,30908,no,7990,yes,no,cellular,357,1,1,0,unknown,no,457,,,,,
29908,30909,no,6132,no,no,cellular,266,2,1,0,unknown,no,286,,,,,
29909,30910,no,354,no,no,cellular,239,1,196,8,failure,no,365,,,,,
29910,30911,no,729,no,no,cellular,99,1,1,0,unknown,no,303,,,,,
29911,30912,no,274,no,yes,cellular,101,1,1,0,unknown,no,130,,,,,
29912,30913,no,575,no,yes,cellular,254,2,1,0,unknown,no,295,,,,,
29913,30914,no,322,no,no,cellular,101,1,1,0,unknown,no,411,,,,,
29914,30915,no,3805,yes,no,cellular,72,1,1,0,unknown,no,472,,,,,
29915,30916,no,597,no,no,cellular,134,1,1,0,unknown,no,266,,,,,
29916,30917,no,230,no,no,cellular,293,1,1,0,unknown,no,426,,,,,
29917,30918,no,223,yes,no,cellular,112,2,204,2,other,no,218,,,,,
29918,30919,no,705,no,no,cellular,398,1,1,0,unknown,no,143,,,,,
29919,30920,no,767,yes,yes,cellular,42,1,1,0,unknown,no,344,,,,,
29920,30921,no,451,no,no,cellular,112,4,1,0,unknown,no,321,,,,,
29921,30922,no,122,no,no,cellular,72,2,1,0,unknown,no,426,,,,,
29922,30923,yes,0,yes,no,cellular,358,2,1,0,unknown,no,405,,,,,
29923,30924,no,364,yes,yes,cellular,331,1,1,0,unknown,no,124,,,,,
29924,30925,no,637,yes,no,cellular,324,1,1,0,unknown,no,492,,,,,
29925,30926,no,414,no,no,cellular,147,1,1,0,unknown,no,296,,,,,
29926,30927,yes,200,no,yes,cellular,71,1,243,1,failure,no,481,,,,,
29927,30928,no,1778,yes,no,cellular,41,1,251,5,failure,no,325,,,,,
29928,30929,no,388,no,no,cellular,6,9,7,1,other,no,202,,,,,
29929,30930,no,794,yes,no,cellular,71,1,243,3,failure,no,320,,,,,
29930,30931,no,1473,no,no,telephone,43,1,1,0,unknown,no,289,,,,,
29931,30932,no,3,no,no,cellular,222,1,1,0,unknown,no,253,,,,,
29932,30933,no,985,yes,no,telephone,156,1,267,1,failure,no,228,,,,,
29933,30934,no,2442,no,no,cellular,97,1,1,0,unknown,no,358,,,,,
29934,30935,no,94,yes,no,cellular,1164,1,203,1,failure,yes,444,,,,,
29935,30936,no,1442,yes,no,cellular,334,1,1,0,unknown,no,451,,,,,
29936,30937,no,665,yes,no,cellular,156,1,1,0,unknown,no,455,,,,,
29937,30938,no,213,yes,yes,cellular,519,1,1,0,unknown,no,123,,,,,
29938,30939,no,1594,no,no,telephone,197,1,1,0,unknown,no,244,,,,,
29939,30940,no,236,yes,no,cellular,101,1,1,0,unknown,no,434,,,,,
29940,30941,no,223,no,no,cellular,277,1,1,0,unknown,no,397,,,,,
29941,30942,no,1496,no,no,cellular,267,1,1,0,unknown,no,388,,,,,
29942,30943,no,372,yes,yes,cellular,618,2,274,2,failure,no,199,,,,,
29943,30944,no,358,no,no,cellular,220,1,1,0,unknown,no,194,,,,,
29944,30945,no,897,yes,no,cellular,133,4,1,0,unknown,yes,297,,,,,
29945,30946,no,385,yes,no,cellular,80,1,1,0,unknown,no,189,,,,,
29946,30947,no,1214,no,no,cellular,974,1,1,0,unknown,yes,354,,,,,
29947,30948,no,99,no,no,cellular,56,3,1,0,unknown,no,143,,,,,
29948,30949,no,1045,no,no,cellular,301,1,1,0,unknown,no,154,,,,,
29949,30950,no,1651,no,no,cellular,246,1,1,0,unknown,no,150,,,,,
29950,30951,no,568,yes,no,cellular,11,6,252,4,other,no,276,,,,,
29951,30952,no,7249,yes,yes,cellular,102,2,77,1,failure,no,379,,,,,
29952,30953,no,341,no,yes,cellular,348,2,1,0,unknown,no,216,,,,,
29953,30954,no,28,yes,no,cellular,358,2,1,0,unknown,no,106,,,,,
29954,30955,no,175,yes,yes,cellular,430,2,272,3,other,no,329,,,,,
29955,30956,no,402,yes,no,cellular,604,1,204,2,failure,no,379,,,,,
29956,30957,no,2044,no,no,telephone,25,1,1,0,unknown,no,394,,,,,
29957,30958,no,639,no,yes,cellular,358,2,1,0,unknown,no,259,,,,,
29958,30959,no,641,yes,no,cellular,147,1,253,7,other,no,380,,,,,
29959,30960,no,7408,no,yes,cellular,101,2,1,0,unknown,no,397,,,,,
29960,30961,no,272,yes,no,cellular,287,1,201,2,failure,no,416,,,,,
29961,30962,no,324,no,no,cellular,136,4,1,0,unknown,yes,195,,,,,
29962,30963,no,2559,no,no,cellular,214,2,1,0,unknown,no,384,,,,,
29963,30964,no,2516,no,no,telephone,157,1,1,0,unknown,no,185,,,,,
29964,30965,no,20,yes,no,cellular,117,1,1,0,unknown,no,259,,,,,
29965,30966,no,167,no,yes,cellular,346,2,191,3,failure,no,354,,,,,
29966,30967,no,1498,no,no,cellular,62,1,1,0,unknown,no,462,,,,,
29967,30968,no,6817,yes,no,cellular,154,4,1,0,unknown,no,404,,,,,
29968,30969,no,2666,no,no,cellular,467,1,1,0,unknown,yes,264,,,,,
29969,30970,no,362,yes,no,cellular,108,4,272,2,failure,no,162,,,,,
29970,30971,no,0,no,no,cellular,137,2,1,0,unknown,no,480,,,,,
29971,30972,no,222,no,yes,cellular,111,1,204,2,other,no,404,,,,,
29972,30973,no,383,yes,yes,cellular,292,2,1,0,unknown,no,203,,,,,
29973,30974,no,618,yes,yes,cellular,69,1,1,0,unknown,no,119,,,,,
29974,30975,no,6,no,no,cellular,58,1,264,1,failure,no,280,,,,,
29975,30976,no,973,no,no,cellular,138,1,1,0,unknown,no,259,,,,,
29976,30977,no,301,yes,no,cellular,371,1,1,0,unknown,no,489,,,,,
29977,30978,no,1133,yes,no,cellular,161,4,212,3,failure,no,375,,,,,
29978,30979,no,911,no,no,cellular,471,2,1,0,unknown,no,141,,,,,
29979,30980,no,237,yes,no,cellular,1052,2,1,0,unknown,no,311,,,,,
29980,30981,no,590,yes,no,cellular,190,2,1,0,unknown,no,451,,,,,
29981,30982,no,557,yes,yes,cellular,210,2,253,1,failure,no,222,,,,,
29982,30983,no,10613,no,yes,cellular,1226,1,1,0,unknown,yes,287,,,,,
29983,30984,no,1032,no,no,telephone,63,1,1,0,unknown,no,240,,,,,
29984,30985,no,98,no,yes,cellular,268,1,1,0,unknown,no,344,,,,,
29985,30986,no,697,no,no,cellular,206,1,1,0,unknown,yes,112,,,,,
29986,30987,no,2937,yes,no,cellular,173,1,1,0,unknown,no,228,,,,,
29987,30988,no,53,no,no,cellular,128,1,1,0,unknown,no,392,,,,,
29988,30989,no,1650,no,no,cellular,154,1,1,0,unknown,no,387,,,,,
29989,30990,no,241,yes,yes,cellular,117,1,253,1,failure,no,413,,,,,
29990,30991,no,954,yes,yes,cellular,532,2,1,0,unknown,no,123,,,,,
29991,30992,no,9,yes,no,cellular,306,1,1,0,unknown,no,314,,,,,
29992,30993,no,865,no,no,cellular,114,1,1,0,unknown,no,207,,,,,
29993,30994,no,138,no,no,cellular,141,2,1,0,unknown,no,108,,,,,
29994,30995,no,458,no,no,cellular,112,4,201,3,failure,no,355,,,,,
29995,30996,no,298,no,no,cellular,207,3,1,0,unknown,no,159,,,,,
29996,30997,no,229,yes,no,cellular,238,1,1,0,unknown,no,200,,,,,
29997,30998,no,7,no,no,cellular,191,1,1,0,unknown,no,494,,,,,
29998,30999,no,1142,yes,no,cellular,126,1,1,0,unknown,no,128,,,,,
29999,31000,no,6322,no,no,cellular,459,1,272,1,failure,no,275,,,,,
30000,31001,no,4126,no,no,cellular,671,2,1,0,unknown,no,398,,,,,
30001,31002,no,201,no,no,cellular,209,1,1,0,unknown,no,444,,,,,
30002,31003,no,2853,yes,yes,cellular,419,1,1,0,unknown,no,111,,,,,
30003,31004,no,1309,yes,no,cellular,587,2,1,0,unknown,no,220,,,,,
30004,31005,no,374,no,yes,cellular,23,5,7,2,other,no,230,,,,,
30005,31006,no,244,no,no,cellular,696,2,1,0,unknown,no,321,,,,,
30006,31007,no,616,no,no,cellular,253,3,215,2,other,no,145,,,,,
30007,31008,no,889,yes,no,cellular,139,1,1,0,unknown,no,146,,,,,
30008,31009,no,4082,yes,no,cellular,113,1,1,0,unknown,no,425,,,,,
30009,31010,no,1320,no,no,cellular,377,1,1,0,unknown,no,184,,,,,
30010,31011,no,887,no,no,cellular,343,1,1,0,unknown,no,428,,,,,
30011,31012,no,7895,yes,no,cellular,872,1,1,0,unknown,yes,328,,,,,
30012,31013,no,202,yes,no,cellular,429,1,201,1,failure,no,369,,,,,
30013,31014,no,344,no,yes,cellular,44,1,1,0,unknown,no,166,,,,,
30014,31015,yes,849,yes,yes,cellular,204,1,1,0,unknown,no,402,,,,,
30015,31016,no,91,yes,no,cellular,283,2,273,2,failure,no,358,,,,,
30016,31017,no,272,yes,no,cellular,219,4,205,2,failure,no,469,,,,,
30017,31018,no,1245,yes,no,cellular,123,1,271,1,failure,no,268,,,,,
30018,31019,yes,143,yes,no,cellular,95,1,1,0,unknown,no,222,,,,,
30019,31020,no,531,no,no,cellular,279,1,1,0,unknown,no,496,,,,,
30020,31021,no,30,no,no,cellular,218,2,1,0,unknown,no,372,,,,,
30021,31022,no,234,no,no,cellular,765,2,1,0,unknown,no,138,,,,,
30022,31023,no,0,no,no,cellular,235,2,1,0,unknown,no,168,,,,,
30023,31024,no,314,yes,no,cellular,131,2,1,0,unknown,no,387,,,,,
30024,31025,no,1169,no,no,cellular,311,4,1,0,unknown,no,345,,,,,
30025,31026,no,21,yes,no,cellular,166,2,1,0,unknown,no,400,,,,,
30026,31027,no,546,yes,no,cellular,418,2,1,0,unknown,no,367,,,,,
30027,31028,no,463,yes,no,cellular,132,6,267,5,failure,no,405,,,,,
30028,31029,no,622,no,no,cellular,15,5,1,0,unknown,no,194,,,,,
30029,31030,no,373,yes,no,cellular,126,1,1,0,unknown,no,134,,,,,
30030,31031,no,382,yes,yes,cellular,494,2,198,7,failure,no,198,,,,,
