Customer_number,age,job,marital,education,Annual Income,Gender
30032,40,blue-collar,married,secondary,3315040,M
30033,45,self-employed,married,tertiary,1529609,M
30034,48,blue-collar,married,secondary,4896178,M
30035,42,entrepreneur,married,secondary,1383723,F
30036,54,technician,married,secondary,653082,F
30037,59,retired,single,secondary,2163217,M
30038,45,housemaid,divorced,primary,2059778,F
30039,58,blue-collar,divorced,secondary,4525763,F
30040,47,technician,married,secondary,1438392,F
30041,60,technician,married,secondary,1498166,M
30042,30,management,married,secondary,4261562,M
30043,35,technician,divorced,secondary,3345826,M
30044,40,unemployed,single,tertiary,2505336,F
30045,48,blue-collar,married,unknown,2885828,M
30046,36,technician,divorced,secondary,1402133,M
30047,31,unemployed,divorced,tertiary,2620862,M
30048,54,services,married,secondary,3940354,M
30049,49,blue-collar,married,primary,2893205,M
30050,46,admin.,divorced,secondary,3430351,F
30051,40,unemployed,divorced,secondary,410706,F
30052,30,management,single,tertiary,4717575,F
30053,39,technician,single,secondary,3089348,F
30054,31,technician,single,secondary,4742220,M
30055,34,blue-collar,single,secondary,920101,M
30056,31,services,single,secondary,3671049,M
30057,28,student,single,secondary,4484509,M
30058,58,retired,married,secondary,477374,M
30059,32,services,married,secondary,3143093,F
30060,41,admin.,married,tertiary,1416502,F
30061,47,entrepreneur,married,secondary,3874989,F
30062,58,admin.,divorced,secondary,2751288,F
30063,31,management,married,tertiary,3234583,F
30064,37,self-employed,single,secondary,2383022,M
30065,43,management,divorced,secondary,2975548,F
30066,34,blue-collar,married,secondary,1400604,M
30067,38,services,married,secondary,476016,M
30068,38,technician,married,tertiary,4737452,M
30069,37,blue-collar,married,primary,4656293,F
30070,40,retired,married,primary,3274490,M
30071,28,management,single,tertiary,608708,M
30072,56,technician,married,secondary,1027336,M
30073,36,unemployed,married,secondary,4469637,M
30074,60,management,married,tertiary,2611596,M
30075,36,management,married,tertiary,436764,F
30076,56,blue-collar,married,secondary,3626887,M
30077,37,services,single,secondary,452793,M
30078,36,technician,single,secondary,1785656,F
30079,38,admin.,married,secondary,1400438,M
30080,48,services,married,secondary,662253,F
30081,53,management,married,secondary,4792215,F
30082,38,technician,married,secondary,2759078,F
30083,27,services,married,primary,1541776,M
30084,27,technician,married,tertiary,1822855,F
30085,46,entrepreneur,married,primary,1659848,F
30086,45,services,married,secondary,1399894,M
30087,46,blue-collar,married,primary,871811,F
30088,48,blue-collar,married,secondary,1522140,M
30089,30,admin.,single,secondary,2409850,F
30090,40,blue-collar,married,secondary,4152384,M
30091,60,management,married,primary,4541329,M
30092,32,services,single,secondary,4717129,M
30093,48,services,married,secondary,786634,M
30094,58,admin.,married,secondary,4966554,M
30095,45,technician,married,secondary,3354638,F
30096,47,admin.,single,secondary,3953016,F
30097,53,management,married,primary,4726907,M
30098,43,services,married,unknown,4664661,F
30099,53,technician,married,secondary,674621,M
30100,54,self-employed,married,secondary,870596,F
30101,36,admin.,married,secondary,3064259,M
30102,31,unemployed,single,secondary,3226895,M
30103,36,blue-collar,single,secondary,3646715,F
30104,38,services,single,secondary,1398053,F
30105,31,technician,divorced,secondary,1193063,F
30106,35,admin.,single,tertiary,1661564,M
30107,34,management,married,tertiary,3958964,M
30108,35,blue-collar,married,primary,1065144,M
30109,46,management,married,tertiary,1991571,M
30110,27,student,single,secondary,4899376,M
30111,38,services,single,secondary,3245935,M
30112,47,management,single,tertiary,3626048,M
30113,43,blue-collar,married,primary,2990527,M
30114,28,technician,single,tertiary,1397486,F
30115,54,technician,married,secondary,1052310,M
30116,31,services,married,secondary,640358,F
30117,42,management,single,tertiary,4431591,M
30118,34,entrepreneur,married,tertiary,1396158,F
30119,37,management,married,tertiary,1766335,M
30120,29,unemployed,single,secondary,4541882,F
30121,26,student,single,tertiary,3623125,F
30122,34,blue-collar,married,primary,458336,M
30123,29,technician,single,secondary,882732,M
30124,26,management,single,tertiary,4022622,M
30125,33,technician,single,secondary,2453562,M
30126,30,admin.,single,tertiary,2132251,M
30127,42,self-employed,single,secondary,2150363,M
30128,29,admin.,single,secondary,295102,F
30129,41,management,married,primary,210729,F
30130,34,technician,married,primary,2157780,F
30131,35,technician,married,secondary,4479588,M
30132,29,management,married,tertiary,1395989,M
30133,28,services,single,secondary,523733,M
30134,34,management,married,tertiary,4330695,F
30135,38,services,married,secondary,2517054,F
30136,31,admin.,single,tertiary,794051,M
30137,26,management,single,tertiary,2054901,M
30138,39,technician,married,tertiary,1620038,M
30139,27,management,single,tertiary,3276868,M
30140,35,admin.,married,secondary,2281005,M
30141,41,management,single,tertiary,1394960,F
30142,44,unemployed,single,tertiary,2782477,F
30143,59,blue-collar,married,primary,487950,F
30144,37,management,married,secondary,3785547,M
30145,34,unemployed,divorced,tertiary,4102607,F
30146,40,blue-collar,married,primary,2737891,F
30147,36,services,married,secondary,4517694,M
30148,41,blue-collar,divorced,secondary,1392257,M
30149,36,management,married,tertiary,3578938,M
30150,54,unemployed,divorced,secondary,2448071,F
30151,38,self-employed,married,secondary,1111358,M
30152,46,housemaid,married,primary,1242201,M
30153,38,management,married,tertiary,4852885,F
30154,55,management,married,primary,3607440,M
30155,33,management,single,tertiary,1496167,M
30156,36,admin.,married,secondary,4178375,F
30157,40,technician,married,secondary,2486737,F
30158,46,blue-collar,divorced,primary,4205741,M
30159,83,retired,married,primary,2942141,M
30160,46,admin.,married,primary,4632477,M
30161,38,technician,married,secondary,1223978,M
30162,36,unemployed,divorced,secondary,1317894,F
30163,59,blue-collar,married,secondary,221290,M
30164,30,management,single,tertiary,3008182,M
30165,31,technician,single,secondary,3674119,M
30166,34,management,married,tertiary,3267319,F
30167,35,services,married,secondary,1391258,M
30168,29,admin.,single,secondary,4196251,M
30169,55,self-employed,divorced,secondary,1061457,M
30170,34,admin.,married,secondary,4981912,M
30171,31,services,single,secondary,3988145,M
30172,32,management,single,tertiary,2774703,M
30173,32,admin.,married,secondary,523569,F
30174,37,blue-collar,married,secondary,1388682,M
30175,36,admin.,married,secondary,1301034,M
30176,41,housemaid,married,primary,2179440,F
30177,42,blue-collar,married,primary,2422902,M
30178,40,services,married,secondary,722687,F
30179,39,management,single,tertiary,1387428,M
30180,52,unemployed,married,primary,1373916,M
30181,45,management,married,tertiary,258945,F
30182,60,retired,married,primary,892117,F
30183,40,management,married,tertiary,3641325,M
30184,36,management,married,tertiary,1847182,F
30185,57,admin.,married,secondary,2540666,F
30186,34,technician,married,tertiary,1386930,M
30187,37,management,married,primary,3981250,F
30188,49,admin.,married,secondary,1614792,M
30189,37,management,married,tertiary,742135,M
30190,38,entrepreneur,married,tertiary,3949364,F
30191,41,admin.,married,secondary,1747624,M
30192,46,services,divorced,unknown,2170950,M
30193,32,management,married,tertiary,4203488,M
30194,38,blue-collar,married,primary,4016268,F
30195,40,services,divorced,secondary,922428,M
30196,44,management,married,secondary,2926910,F
30197,48,admin.,single,secondary,3555290,M
30198,35,management,single,tertiary,4956339,M
30199,28,management,single,tertiary,3877626,M
30200,31,technician,single,tertiary,1949402,F
30201,33,management,single,tertiary,4203407,M
30202,43,management,married,secondary,760481,M
30203,60,retired,married,tertiary,919334,M
30204,31,admin.,single,secondary,1433498,M
30205,29,management,single,tertiary,2582382,F
30206,27,student,single,secondary,1478367,M
30207,36,blue-collar,married,secondary,1386465,M
30208,33,management,single,tertiary,4990109,M
30209,33,admin.,married,secondary,1575224,M
30210,45,housemaid,married,tertiary,2007379,M
30211,43,management,married,tertiary,1225488,M
30212,34,blue-collar,married,secondary,3654192,M
30213,43,technician,single,secondary,3107881,M
30214,53,admin.,divorced,secondary,4657852,M
30215,59,management,married,tertiary,2521567,F
30216,46,management,married,tertiary,334497,F
30217,35,services,divorced,secondary,4573884,F
30218,26,student,single,secondary,2749563,M
30219,49,self-employed,married,tertiary,999122,M
30220,40,management,married,tertiary,2619747,F
30221,53,technician,single,tertiary,1386456,M
30222,61,housemaid,single,unknown,3552947,F
30223,36,unemployed,married,secondary,4058379,M
30224,32,management,married,tertiary,4915751,M
30225,42,management,married,secondary,4105886,M
30226,31,management,single,tertiary,4400271,F
30227,28,student,single,secondary,2578345,F
30228,35,services,married,secondary,204990,M
30229,28,unemployed,single,tertiary,4323190,F
30230,38,management,married,tertiary,1578619,F
30231,57,admin.,married,secondary,4009313,M
30232,33,entrepreneur,married,tertiary,2644669,M
30233,58,retired,married,secondary,3679084,F
30234,26,student,single,secondary,3351753,M
30235,41,management,married,secondary,548091,M
30236,45,management,married,tertiary,1339880,M
30237,43,blue-collar,married,secondary,1510556,M
30238,60,blue-collar,married,secondary,4040763,M
30239,33,management,married,tertiary,2785869,M
30240,58,retired,married,secondary,4376286,F
30241,45,unemployed,married,primary,3035965,M
30242,38,admin.,divorced,secondary,3864544,M
30243,29,management,single,tertiary,776440,F
30244,32,blue-collar,single,secondary,4559943,M
30245,41,services,divorced,secondary,3060106,M
30246,27,blue-collar,married,primary,3434324,F
30247,29,blue-collar,married,secondary,497497,M
30248,48,blue-collar,divorced,secondary,1383870,F
30249,39,management,married,unknown,2374578,F
30250,58,management,divorced,tertiary,674518,M
30251,27,admin.,single,tertiary,801369,F
30252,48,services,married,secondary,1604239,M
30253,40,services,married,secondary,2636630,M
30254,31,unemployed,single,primary,2846684,F
30255,52,services,married,secondary,4402658,M
30256,43,blue-collar,married,secondary,638910,F
30257,38,technician,single,secondary,2811955,F
30258,31,services,divorced,secondary,373576,M
30259,31,management,single,secondary,301744,M
30260,53,technician,married,secondary,4405760,F
30261,32,management,single,secondary,1744874,M
30262,75,retired,divorced,primary,1037215,M
30263,37,technician,married,secondary,1734068,F
30264,75,retired,married,primary,1524070,M
30265,60,services,married,secondary,4352979,F
30266,61,management,married,tertiary,3741158,F
30267,30,technician,single,secondary,1732546,F
30268,48,blue-collar,single,primary,4091074,F
30269,32,admin.,single,tertiary,2557205,M
30270,26,blue-collar,single,secondary,1986912,M
30271,38,management,married,tertiary,1303030,F
30272,29,blue-collar,married,secondary,2751192,M
30273,36,management,married,tertiary,350391,M
30274,42,unemployed,single,secondary,1630203,F
30275,57,management,married,secondary,2667405,F
30276,37,management,single,tertiary,3193922,M
30277,45,admin.,married,secondary,2802132,M
30278,26,services,single,secondary,1448866,M
30279,35,technician,married,tertiary,686951,M
30280,41,services,divorced,secondary,1382695,M
30281,33,admin.,married,secondary,2164954,M
30282,31,management,married,tertiary,3581130,M
30283,31,management,single,tertiary,671009,M
30284,38,unemployed,single,secondary,893400,M
30285,39,admin.,divorced,secondary,4711333,M
30286,56,entrepreneur,married,secondary,263643,M
30287,35,admin.,married,tertiary,3444176,F
30288,33,blue-collar,single,secondary,1832027,M
30289,31,management,single,tertiary,1948134,M
30290,46,management,divorced,tertiary,4874589,M
30291,31,technician,married,secondary,1441044,M
30292,30,self-employed,single,tertiary,2495120,F
30293,57,technician,married,secondary,559970,M
30294,26,technician,single,tertiary,1468011,M
30295,32,admin.,single,secondary,2513882,F
30296,54,management,divorced,tertiary,3635672,M
30297,55,retired,married,secondary,1382397,M
30298,67,retired,married,tertiary,230191,F
30299,53,management,married,tertiary,3002052,F
30300,30,admin.,single,secondary,1750611,M
30301,29,admin.,single,secondary,1381651,M
30302,46,technician,married,unknown,1456667,M
30303,26,self-employed,single,tertiary,3896841,M
30304,37,technician,single,tertiary,1381624,F
30305,38,admin.,single,secondary,2219873,F
30306,28,management,single,tertiary,785345,F
30307,41,management,single,tertiary,1373471,F
30308,49,unemployed,married,primary,455796,M
30309,36,management,single,unknown,505387,M
30310,40,entrepreneur,divorced,secondary,1580366,F
30311,43,admin.,single,secondary,1381348,M
30312,34,technician,married,secondary,1433783,F
30313,42,management,married,tertiary,1089954,M
30314,39,services,married,secondary,1139822,F
30315,33,unemployed,single,tertiary,4604206,M
30316,53,technician,married,secondary,4251301,M
30317,27,technician,single,unknown,2047397,F
30318,39,entrepreneur,married,tertiary,4610309,F
30319,55,unemployed,married,secondary,3430356,M
30320,49,blue-collar,married,primary,3777649,F
30321,47,technician,married,secondary,3266189,F
30322,57,retired,married,secondary,4447834,M
30323,83,retired,married,tertiary,2788448,M
30324,39,blue-collar,married,primary,3612133,M
30325,70,management,married,tertiary,2385731,F
30326,35,blue-collar,married,primary,295645,F
30327,29,management,married,secondary,1380723,F
30328,48,blue-collar,single,primary,3247726,F
30329,32,management,single,tertiary,4761509,F
30330,31,management,divorced,tertiary,2061467,M
30331,21,student,single,secondary,1636906,M
30332,46,blue-collar,married,primary,3639986,F
30333,28,technician,single,tertiary,2431837,F
30334,41,blue-collar,divorced,primary,1554354,F
30335,26,student,single,secondary,822086,F
30336,52,admin.,married,secondary,442245,M
30337,28,management,single,tertiary,1380662,M
30338,43,management,married,primary,3987855,F
30339,45,admin.,divorced,secondary,1219823,M
30340,36,admin.,married,secondary,930469,F
30341,51,services,married,secondary,2809600,F
30342,45,admin.,married,secondary,4028811,M
30343,39,management,married,tertiary,2817718,M
30344,51,technician,married,secondary,2664512,F
30345,40,blue-collar,married,secondary,4346997,M
30346,28,admin.,married,secondary,810057,M
30347,38,technician,married,secondary,967440,M
30348,30,services,single,secondary,4057317,M
30349,34,unemployed,single,secondary,915037,F
30350,32,technician,single,tertiary,2252154,M
30351,47,entrepreneur,divorced,secondary,362527,M
30352,37,self-employed,divorced,secondary,2160712,M
30353,46,blue-collar,married,secondary,1379416,F
30354,55,blue-collar,married,primary,1384944,F
30355,53,blue-collar,divorced,primary,1378786,F
30356,29,technician,divorced,secondary,1378412,F
30357,35,management,single,unknown,3266593,M
30358,51,blue-collar,married,primary,4621981,M
30359,27,student,single,tertiary,1793159,F
30360,49,management,married,secondary,2765793,F
30361,33,services,married,secondary,1166995,M
30362,29,student,single,tertiary,2318852,M
30363,50,technician,divorced,secondary,936466,F
30364,31,management,married,tertiary,2730882,F
30365,44,technician,divorced,tertiary,2219332,F
30366,46,technician,married,secondary,772768,M
30367,37,technician,married,tertiary,3111467,M
30368,48,management,married,tertiary,4446214,M
30369,65,retired,married,tertiary,1483275,M
30370,37,management,married,unknown,2785468,F
30371,27,student,single,unknown,3832060,F
30372,36,admin.,married,secondary,2046365,F
30373,35,admin.,married,secondary,1224605,M
30374,58,retired,divorced,secondary,3766109,F
30375,46,technician,married,secondary,4650077,F
30376,55,admin.,single,secondary,3377171,M
30377,28,unemployed,married,primary,615389,M
30378,40,technician,divorced,secondary,1875055,M
30379,35,management,married,tertiary,3431042,M
30380,37,admin.,married,secondary,3687127,F
30381,59,entrepreneur,divorced,secondary,4716546,M
30382,50,technician,divorced,secondary,2866883,M
30383,65,retired,married,primary,797664,M
30384,55,blue-collar,married,secondary,3404401,M
30385,49,technician,married,secondary,3027870,M
30386,65,retired,married,tertiary,4281311,M
30387,52,services,married,secondary,3152305,F
30388,35,blue-collar,married,primary,3477249,M
30389,35,admin.,married,secondary,4511347,M
30390,33,management,single,tertiary,4599786,F
30391,39,technician,single,tertiary,3752062,F
30392,29,management,single,tertiary,3256384,F
30393,37,management,married,tertiary,4007124,M
30394,42,management,married,tertiary,4478260,M
30395,37,technician,married,secondary,691305,F
30396,31,management,single,tertiary,4785712,F
30397,31,management,single,tertiary,2569053,M
30398,37,management,married,tertiary,3186295,M
30399,37,blue-collar,married,primary,1115638,F
30400,42,blue-collar,married,primary,1674972,F
30401,45,technician,married,secondary,1108703,F
30402,54,management,married,tertiary,3769109,M
30403,35,technician,married,tertiary,359809,F
30404,31,services,single,tertiary,1951607,M
30405,39,blue-collar,single,secondary,1377979,M
30406,42,services,married,primary,2941307,M
30407,29,technician,single,secondary,3085959,F
30408,33,services,divorced,secondary,3565261,M
30409,33,management,single,tertiary,639324,F
30410,36,management,married,tertiary,3572958,F
30411,34,admin.,divorced,secondary,4630010,M
30412,54,technician,divorced,secondary,3803599,F
30413,49,management,divorced,tertiary,1697353,F
30414,36,services,single,secondary,2152178,F
30415,47,services,married,secondary,4184215,M
30416,33,services,married,secondary,850034,F
30417,35,management,single,tertiary,464605,F
30418,41,blue-collar,married,secondary,4615949,F
30419,26,services,single,tertiary,3719666,F
30420,36,services,single,secondary,442122,M
30421,33,management,married,tertiary,4740575,M
30422,36,services,single,secondary,4564942,M
30423,60,retired,married,secondary,551026,M
30424,59,housemaid,married,primary,271043,M
30425,60,services,married,secondary,3722903,F
30426,33,management,married,tertiary,319072,F
30427,36,blue-collar,married,secondary,714527,F
30428,54,blue-collar,married,secondary,1999979,F
30429,25,management,single,tertiary,2592626,M
30430,26,management,single,tertiary,3952708,M
30431,53,blue-collar,married,secondary,1472507,M
30432,31,blue-collar,married,tertiary,1761849,M
30433,32,self-employed,married,tertiary,437373,M
30434,43,services,single,secondary,3855734,F
30435,31,admin.,single,secondary,4322021,F
30436,53,technician,married,secondary,4813503,M
30437,51,services,married,secondary,3133716,M
30438,25,technician,single,secondary,3373669,M
30439,36,management,single,tertiary,1376799,F
30440,40,admin.,single,secondary,3201785,M
30441,43,technician,married,secondary,987973,F
30442,31,technician,single,secondary,1973210,F
30443,48,technician,married,secondary,4868848,F
30444,34,services,married,primary,1255248,M
30445,32,services,married,secondary,3362350,M
30446,50,housemaid,single,primary,544221,M
30447,37,housemaid,married,secondary,3963060,M
30448,54,retired,married,primary,4555478,M
30449,29,technician,single,tertiary,4837623,M
30450,57,admin.,married,secondary,2370950,F
30451,46,blue-collar,married,secondary,1560252,F
30452,55,retired,married,tertiary,562974,F
30453,43,services,divorced,secondary,1818165,F
30454,34,admin.,married,secondary,1375994,M
30455,25,admin.,single,secondary,709081,M
30456,28,services,single,secondary,4971847,F
30457,35,services,married,secondary,1899044,M
30458,50,technician,married,tertiary,2777094,M
30459,34,blue-collar,single,primary,282983,F
30460,58,retired,married,primary,2823073,F
30461,41,management,single,tertiary,2900572,F
30462,31,management,single,tertiary,3542886,M
30463,54,technician,divorced,secondary,3214642,M
30464,32,admin.,single,unknown,4972403,M
30465,120,retired,divorced,primary,2727804,M
30466,28,entrepreneur,married,tertiary,541383,M
30467,30,blue-collar,married,secondary,509069,M
30468,47,entrepreneur,married,tertiary,999745,M
30469,28,admin.,single,tertiary,3544797,M
30470,27,technician,single,secondary,3212520,M
30471,47,blue-collar,single,secondary,1580606,M
30472,43,blue-collar,married,secondary,972261,M
30473,29,technician,single,secondary,339029,M
30474,32,blue-collar,married,primary,2802314,M
30475,34,technician,married,secondary,3266184,F
30476,31,services,married,primary,2528204,M
30477,35,admin.,single,secondary,3274468,M
30478,50,blue-collar,single,primary,3120578,F
30479,32,blue-collar,married,secondary,1273645,F
30480,33,technician,single,tertiary,688278,F
30481,29,technician,single,tertiary,962904,F
30482,29,services,married,secondary,286617,M
30483,44,unemployed,married,primary,1915594,F
30484,29,student,single,tertiary,1176690,F
30485,43,blue-collar,divorced,primary,4631969,M
30486,27,unemployed,single,primary,3006592,F
30487,35,unemployed,single,primary,3115800,F
30488,26,unemployed,single,tertiary,1669903,F
30489,36,unemployed,single,tertiary,896544,F
30490,51,technician,divorced,secondary,653982,M
30491,59,technician,divorced,secondary,2419436,M
30492,56,blue-collar,married,primary,296658,F
30493,31,unemployed,single,tertiary,2341538,F
30494,34,management,married,tertiary,207729,F
30495,34,technician,married,secondary,3461660,M
30496,33,self-employed,married,tertiary,1968251,M
30497,29,admin.,divorced,secondary,4539559,F
30498,34,admin.,divorced,secondary,1372912,M
30499,32,unemployed,single,tertiary,3975431,M
30500,56,management,married,primary,4597327,M
30501,38,technician,divorced,secondary,2042060,F
30502,39,blue-collar,married,primary,2657204,F
30503,48,unemployed,divorced,secondary,667273,F
30504,26,management,single,tertiary,3078381,M
30505,31,student,single,unknown,427102,M
30506,54,technician,divorced,secondary,3700600,M
30507,40,admin.,married,secondary,3973540,F
30508,56,unemployed,married,primary,4136796,M
30509,65,retired,married,tertiary,2142460,M
30510,50,entrepreneur,married,tertiary,275895,F
30511,32,management,single,tertiary,2545971,M
30512,59,unemployed,divorced,secondary,1619389,M
30513,59,unemployed,divorced,secondary,4472338,M
30514,64,retired,married,secondary,1465494,F
30515,30,entrepreneur,married,secondary,1394206,M
30516,41,blue-collar,married,primary,3768336,M
30517,31,admin.,single,secondary,4711928,M
30518,27,student,single,tertiary,210886,F
30519,27,management,single,secondary,907370,M
30520,48,admin.,married,primary,4090270,M
30521,43,technician,married,tertiary,3676716,M
30522,26,unemployed,single,tertiary,739474,F
30523,48,technician,single,secondary,1372667,F
30524,59,retired,divorced,secondary,2063374,M
30525,54,management,married,tertiary,3105120,M
30526,44,unemployed,married,secondary,1838325,M
30527,31,admin.,married,secondary,1372525,F
30528,52,services,married,primary,703836,M
30529,51,management,married,tertiary,4915410,F
30530,32,blue-collar,married,secondary,201587,F
30531,33,blue-collar,married,secondary,1372429,M
30532,32,housemaid,married,tertiary,1110569,F
30533,33,services,married,tertiary,981281,F
30534,45,unknown,married,unknown,3506800,F
30535,51,blue-collar,married,primary,2670605,M
30536,52,entrepreneur,divorced,tertiary,1708440,M
30537,41,management,married,tertiary,1993924,F
30538,35,management,single,tertiary,2500159,M
30539,58,blue-collar,divorced,primary,4573744,F
30540,34,technician,married,secondary,1423082,M
30541,52,blue-collar,single,unknown,2938367,F
30542,38,technician,single,secondary,3201679,M
30543,28,unemployed,single,secondary,1354089,M
30544,53,blue-collar,married,primary,3171764,M
30545,41,unemployed,married,secondary,783320,M
30546,31,blue-collar,married,primary,324637,M
30547,28,blue-collar,single,secondary,3320098,M
30548,26,blue-collar,single,secondary,4571836,M
30549,49,admin.,married,secondary,2925456,F
30550,29,management,married,tertiary,2696967,F
30551,28,technician,single,secondary,864207,F
30552,36,admin.,married,secondary,3855632,F
30553,28,technician,married,secondary,741190,M
30554,38,technician,single,tertiary,2825600,M
30555,34,entrepreneur,single,tertiary,1260728,M
30556,39,blue-collar,married,primary,4145915,M
30557,37,technician,married,secondary,3008042,M
30558,39,blue-collar,married,secondary,3870836,M
30559,33,management,single,tertiary,1773027,F
30560,32,management,single,secondary,1372010,M
30561,52,blue-collar,single,secondary,1041753,F
30562,32,management,married,tertiary,2157837,F
30563,55,management,married,secondary,2595666,M
30564,34,housemaid,married,secondary,3557880,M
30565,46,management,married,tertiary,1370021,F
30566,26,technician,single,secondary,1368932,F
30567,30,management,single,tertiary,3724077,M
30568,32,services,married,secondary,923264,F
30569,44,services,married,primary,213828,F
30570,38,admin.,married,secondary,1981233,M
30571,30,admin.,married,secondary,2536552,M
30572,42,services,single,secondary,2518222,M
30573,30,technician,single,secondary,4915691,M
30574,29,self-employed,single,tertiary,4310151,F
30575,33,student,single,secondary,1745550,M
30576,31,blue-collar,married,primary,1374919,F
30577,31,technician,single,tertiary,4565163,F
30578,32,unemployed,single,tertiary,567594,M
30579,36,blue-collar,divorced,primary,1246606,F
30580,48,blue-collar,single,secondary,1413408,M
30581,36,blue-collar,married,secondary,2421057,F
30582,34,blue-collar,married,secondary,746034,F
30583,60,services,divorced,secondary,3539438,F
30584,56,self-employed,married,tertiary,1094410,F
30585,30,admin.,single,secondary,4116645,F
30586,29,student,single,tertiary,4935584,M
30587,29,technician,single,secondary,227477,F
30588,36,management,married,tertiary,4162146,M
30589,36,management,married,tertiary,3211873,F
30590,51,housemaid,married,primary,3380627,F
30591,29,unknown,single,secondary,907946,M
30592,32,technician,single,secondary,4610603,F
30593,34,management,single,tertiary,2400613,F
30594,29,management,married,tertiary,1149271,F
30595,42,unknown,single,primary,3941547,F
30596,39,blue-collar,married,unknown,2280509,F
30597,42,technician,married,secondary,3467750,F
30598,27,unemployed,single,tertiary,1763676,M
30599,38,management,married,tertiary,3314561,M
30600,32,management,married,secondary,1648046,M
30601,46,technician,married,secondary,997232,M
30602,34,blue-collar,married,secondary,1587181,F
30603,46,unknown,married,unknown,3413766,F
30604,60,retired,married,tertiary,355477,M
30605,52,management,married,tertiary,1843907,M
30606,38,services,married,tertiary,1718362,F
30607,39,unemployed,single,secondary,1365951,M
30608,36,unemployed,single,tertiary,1456895,M
30609,27,blue-collar,single,secondary,979040,M
30610,54,technician,divorced,secondary,4636895,F
30611,69,retired,married,primary,1972752,F
30612,43,management,married,tertiary,624845,F
30613,34,unemployed,married,tertiary,2745866,F
30614,31,management,married,tertiary,2658778,M
30615,24,admin.,single,secondary,4866135,F
30616,38,management,married,tertiary,1856007,F
30617,44,admin.,married,secondary,3151463,M
30618,27,admin.,married,secondary,1364473,M
30619,28,student,single,tertiary,3322398,F
30620,48,unemployed,married,secondary,2758416,F
30621,54,blue-collar,married,secondary,1049121,M
30622,36,management,married,tertiary,4992095,M
30623,36,management,single,tertiary,1019831,M
30624,27,blue-collar,single,primary,1953328,M
30625,41,entrepreneur,married,tertiary,4498109,M
30626,26,blue-collar,single,secondary,4624101,M
30627,54,retired,married,secondary,4045907,F
30628,27,unemployed,single,secondary,2958689,M
30629,26,self-employed,married,tertiary,4996156,M
30630,32,technician,single,secondary,1548850,F
30631,32,technician,single,tertiary,2286184,F
30632,31,blue-collar,married,unknown,1362151,F
30633,34,management,married,tertiary,1380019,M
30634,32,management,single,tertiary,691438,M
30635,50,management,divorced,secondary,1393836,M
30636,33,admin.,single,secondary,1593668,F
30637,29,entrepreneur,single,tertiary,3630391,M
30638,43,technician,married,secondary,3445357,F
30639,62,self-employed,married,tertiary,2435405,M
30640,52,retired,married,secondary,1362805,M
30641,44,entrepreneur,married,tertiary,1514081,M
30642,27,unemployed,single,tertiary,3580092,M
30643,39,management,divorced,tertiary,1169683,F
30644,42,blue-collar,married,primary,1356710,M
30645,54,unemployed,married,primary,289034,M
30646,26,blue-collar,single,secondary,1092284,M
30647,28,admin.,married,secondary,2171791,F
30648,37,unemployed,married,secondary,4588297,M
30649,47,blue-collar,married,secondary,1355488,F
30650,59,unknown,married,primary,704265,F
30651,37,services,single,secondary,2973962,F
30652,26,student,single,secondary,3501698,M
30653,34,technician,single,tertiary,1709803,M
30654,41,management,divorced,tertiary,3360261,M
30655,30,entrepreneur,single,secondary,4240099,F
30656,28,technician,single,secondary,2381544,M
30657,36,services,married,secondary,507800,M
30658,37,services,divorced,secondary,684085,M
30659,40,management,married,tertiary,774802,F
30660,34,technician,single,tertiary,3606398,M
30661,32,management,married,tertiary,1186441,F
30662,58,technician,married,secondary,4961193,M
30663,59,management,single,tertiary,1968775,M
30664,34,technician,married,tertiary,366744,M
30665,33,admin.,single,secondary,4191830,F
30666,59,admin.,married,secondary,2436394,M
30667,48,technician,married,tertiary,4685657,M
30668,58,self-employed,married,secondary,4094391,M
30669,49,admin.,single,secondary,2725435,M
30670,40,unemployed,married,primary,1354149,M
30671,56,management,married,tertiary,960219,F
30672,54,management,married,tertiary,1300902,M
30673,29,technician,married,secondary,1874405,M
30674,36,technician,married,secondary,608121,M
30675,42,admin.,single,secondary,2073764,M
30676,33,unemployed,single,tertiary,4414936,M
30677,48,management,single,tertiary,4640228,M
30678,58,management,single,tertiary,886344,F
30679,32,services,divorced,secondary,1723526,M
30680,42,technician,married,tertiary,4517490,F
30681,53,blue-collar,married,secondary,4113703,M
30682,56,unemployed,divorced,primary,1040517,M
30683,60,retired,single,tertiary,2861647,F
30684,57,technician,married,secondary,4105266,M
30685,44,blue-collar,divorced,unknown,1597821,M
30686,43,services,married,secondary,1351698,M
30687,28,blue-collar,single,secondary,1128241,F
30688,56,blue-collar,married,primary,533009,M
30689,49,blue-collar,married,secondary,598864,M
30690,41,management,divorced,tertiary,1350481,F
30691,30,housemaid,married,tertiary,1725750,M
30692,27,admin.,married,secondary,3585860,M
30693,59,technician,married,secondary,3967122,F
30694,50,technician,married,secondary,4615126,F
30695,47,unemployed,married,secondary,1934516,M
30696,30,technician,single,secondary,2256975,M
30697,57,technician,married,unknown,2967151,M
30698,33,management,single,tertiary,383472,F
30699,45,management,married,tertiary,216807,M
30700,40,management,divorced,tertiary,2895723,F
30701,51,retired,single,secondary,2679329,M
